contract_id,player_id,player_name,signing_year,signing_age,age,role,position,negotiation_type,years,aav_m,guarantee_m,team,source,source_url,service_years,il_days_last_3y,ped_suspensions,other_suspensions,war,wrc_plus,ops_plus,obp,slg,iso,bb_pct,k_pct,defensive_runs,baserunning_runs,avg_ev,barrel_pct,hard_hit_pct,chase_pct,whiff_pct,era,fip,xfip,innings,avg_velocity,stuff_plus,location_plus,overall_grade
DEMO-10129-2018-153,10129,Demo Hitter 129,2018,25.0,25.0,Hitter,3B,Extension,7,57.24,367.34,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,56,0,0,6.18,153.6,172.9,0.382,0.53,0.272,10.7,27.0,-7.2,-1.4,90.4,12.4,46.5,31.0,28.2,,,,,,,,65
DEMO-10129-2019-154,10129,Demo Hitter 129,2019,26.0,26.0,Hitter,3B,Extension,7,55.76,372.4,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,0,0,0,5.14,159.6,163.2,0.347,0.511,0.219,8.3,22.4,-11.0,-5.3,92.9,12.6,46.8,26.0,20.5,,,,,,,,65
DEMO-10130-2019-155,10130,Demo Hitter 130,2019,29.0,29.0,Hitter,2B,Extension,8,53.85,396.86,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,0,0,0,4.88,164.4,160.6,0.395,0.491,0.219,10.6,12.1,1.0,4.5,93.2,12.4,44.8,27.4,22.5,,,,,,,,55
DEMO-10130-2020-156,10130,Demo Hitter 130,2020,30.0,30.0,Hitter,2B,Extension,5,40.29,199.23,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,7.0,102,0,0,4.09,152.4,132.3,0.403,0.469,0.205,11.9,18.3,2.5,-1.2,89.4,9.9,45.6,23.0,20.6,,,,,,,,55
DEMO-10131-2022-157,10131,Demo Hitter 131,2022,29.0,29.0,Hitter,LF,Free Agent,5,42.86,189.15,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,0,0,0,3.6,144.1,144.2,0.346,0.452,0.205,7.3,21.2,4.4,3.1,90.8,16.0,42.0,26.3,22.0,,,,,,,,55
DEMO-10132-2016-158,10132,Demo Hitter 132,2016,26.0,26.0,Hitter,3B,Arbitration,1,18.69,18.69,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,19,0,0,5.69,153.7,164.9,0.357,0.503,0.255,9.4,17.6,7.3,2.0,94.1,13.8,50.7,24.8,22.9,,,,,,,,60
DEMO-10133-2020-159,10133,Demo Hitter 133,2020,27.0,27.0,Hitter,1B,Extension,5,58.48,280.2,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,93,0,0,5.03,155.7,160.5,0.375,0.48,0.255,10.4,17.2,2.9,2.6,93.1,11.8,50.4,27.8,24.0,,,,,,,,60
DEMO-10134-2014-160,10134,Demo Hitter 134,2014,25.0,25.0,Hitter,CF,Arbitration,1,13.91,13.91,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,4,0,0,4.39,151.0,147.8,0.349,0.507,0.231,11.9,23.2,10.0,0.3,87.4,13.7,43.1,26.8,25.8,,,,,,,,55
DEMO-10135-2012-161,10135,Demo Hitter 135,2012,28.0,28.0,Hitter,RF,Extension,7,44.45,296.33,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,84,0,0,5.32,173.5,149.8,0.363,0.5,0.229,12.9,15.0,-6.4,-3.9,91.9,12.0,46.7,33.6,25.3,,,,,,,,70
DEMO-10136-2016-162,10136,Demo Hitter 136,2016,30.0,30.0,Hitter,SS,Free Agent,4,38.88,141.47,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,82,0,0,3.53,138.3,130.8,0.355,0.481,0.226,12.6,24.5,-1.8,1.8,91.5,15.1,41.7,26.0,32.6,,,,,,,,50
DEMO-10137-2010-163,10137,Demo Hitter 137,2010,25.0,25.0,Hitter,SS,Free Agent,11,35.43,381.99,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,0,0,0,3.97,141.9,144.5,0.338,0.46,0.22,9.8,12.1,-2.4,2.8,87.4,10.2,42.9,25.0,23.1,,,,,,,,60
DEMO-10138-2017-164,10138,Demo Hitter 138,2017,27.0,27.0,Hitter,C,Extension,6,25.29,134.44,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,33,0,0,2.63,126.9,136.7,0.331,0.45,0.175,9.3,19.3,-8.1,-0.2,88.7,7.9,32.1,25.2,25.0,,,,,,,,55
DEMO-10139-2021-165,10139,Demo Hitter 139,2021,26.0,26.0,Hitter,LF,Free Agent,8,49.95,340.17,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,0,0,0,4.16,130.3,142.0,0.351,0.506,0.211,10.5,19.2,7.1,0.5,90.6,14.3,39.6,25.4,23.4,,,,,,,,55
DEMO-10140-2014-166,10140,Demo Hitter 140,2014,28.0,28.0,Hitter,1B,Free Agent,3,41.77,113.42,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,0,0,0,4.38,142.4,140.1,0.358,0.483,0.193,11.2,20.1,-4.4,-3.8,89.4,12.8,45.8,30.7,27.4,,,,,,,,60
DEMO-10141-2021-167,10141,Demo Hitter 141,2021,24.0,24.0,Hitter,3B,Extension,8,29.64,203.65,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,69,0,0,2.42,114.9,123.9,0.344,0.446,0.225,12.6,17.2,-0.8,0.0,88.7,8.8,37.8,31.5,24.9,,,,,,,,50
DEMO-10142-2020-168,10142,Demo Hitter 142,2020,32.0,32.0,Hitter,2B,Extension,3,34.65,88.69,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,0,1,0,2.55,123.2,135.1,0.352,0.488,0.229,10.3,23.4,7.2,-2.1,88.6,6.7,43.2,32.4,25.6,,,,,,,,65
DEMO-10142-2021-169,10142,Demo Hitter 142,2021,33.0,33.0,Hitter,2B,Extension,7,25.43,170.63,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,7,1,0,1.86,116.1,132.2,0.34,0.447,0.209,8.5,18.4,-10.6,0.6,87.5,2.6,31.9,32.5,22.9,,,,,,,,65
DEMO-10143-2023-170,10143,Demo Hitter 143,2023,28.0,28.0,Hitter,SS,Free Agent,7,46.34,303.46,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,151,0,0,3.81,143.5,140.9,0.369,0.46,0.212,6.5,19.5,-5.8,-1.7,91.5,11.8,45.0,28.5,27.5,,,,,,,,60
DEMO-10144-2018-171,10144,Demo Hitter 144,2018,30.0,30.0,Hitter,RF,Extension,4,42.04,146.59,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,30,0,0,3.49,154.6,129.3,0.368,0.411,0.244,10.5,19.6,-3.0,-0.3,87.5,7.0,38.3,30.5,24.2,,,,,,,,65
DEMO-10145-2012-172,10145,Demo Hitter 145,2012,22.0,22.0,Hitter,DH,Extension,11,43.07,403.77,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,54,0,0,5.69,182.8,132.3,0.379,0.519,0.221,11.6,14.9,-5.1,-2.1,90.1,11.6,49.0,26.6,21.1,,,,,,,,65
DEMO-10146-2025-173,10146,Demo Hitter 146,2025,32.0,32.0,Hitter,C,Free Agent,2,32.83,60.97,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,98,0,0,2.58,134.4,125.2,0.353,0.474,0.217,7.3,21.0,-3.2,1.8,91.0,6.5,42.7,27.5,23.1,,,,,,,,55
DEMO-10147-2022-174,10147,Demo Hitter 147,2022,28.0,28.0,Hitter,1B,Free Agent,5,45.28,194.64,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,88,0,0,3.75,124.9,133.4,0.309,0.494,0.198,10.1,22.4,-2.5,-1.3,89.2,15.3,48.7,25.6,24.4,,,,,,,,55
DEMO-10148-2018-175,10148,Demo Hitter 148,2018,25.0,25.0,Hitter,SS,Free Agent,9,45.78,380.71,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,29,0,0,4.11,144.7,154.7,0.342,0.47,0.221,8.6,19.6,-0.0,-0.3,92.0,12.4,41.5,27.2,22.9,,,,,,,,50
DEMO-10148-2019-176,10148,Demo Hitter 148,2019,26.0,26.0,Hitter,SS,Free Agent,4,48.56,154.77,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,31,0,0,3.87,139.1,134.3,0.366,0.461,0.185,9.7,24.8,-2.3,0.7,91.1,7.2,46.8,21.9,17.9,,,,,,,,50
DEMO-10149-2021-177,10149,Demo Hitter 149,2021,29.0,29.0,Hitter,DH,Free Agent,7,67.16,414.79,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,55,0,0,5.97,163.0,159.5,0.364,0.532,0.255,12.3,21.9,-3.4,1.6,90.5,16.3,47.5,22.2,22.2,,,,,,,,65
DEMO-10150-2019-178,10150,Demo Hitter 150,2019,27.0,27.0,Hitter,LF,Extension,6,31.33,175.91,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,0,0,0,2.78,127.9,133.2,0.338,0.447,0.197,10.4,21.5,-1.7,-1.3,90.1,12.9,34.6,28.6,19.0,,,,,,,,45
DEMO-10151-2024-179,10151,Demo Hitter 151,2024,29.0,29.0,Hitter,RF,Extension,6,43.78,253.98,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,0,0,0,3.43,142.9,118.7,0.336,0.495,0.22,13.4,23.6,2.3,-2.6,89.1,13.1,39.8,29.3,27.3,,,,,,,,55
DEMO-10152-2023-180,10152,Demo Hitter 152,2023,27.0,27.0,Hitter,SS,Free Agent,7,56.13,389.72,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,0,0,0,4.66,151.5,148.5,0.364,0.486,0.217,9.6,18.8,7.4,-3.8,91.3,13.1,48.9,26.4,22.0,,,,,,,,70
DEMO-10153-2017-181,10153,Demo Hitter 153,2017,24.0,24.0,Hitter,C,Free Agent,9,53.86,448.64,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,27,0,0,4.89,167.1,147.5,0.366,0.506,0.236,8.1,17.4,12.9,2.1,91.7,12.1,48.7,25.4,26.8,,,,,,,,75
DEMO-10153-2023-182,10153,Demo Hitter 153,2023,30.0,30.0,Hitter,C,Free Agent,7,51.14,326.41,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,8.0,53,0,0,4.2,162.4,137.3,0.344,0.458,0.268,11.2,19.7,2.1,-1.6,89.8,8.0,40.2,28.4,18.5,,,,,,,,75
DEMO-10154-2017-183,10154,Demo Hitter 154,2017,24.0,24.0,Hitter,SS,Free Agent,8,25.22,190.96,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,89,0,0,3.1,138.1,126.2,0.36,0.469,0.192,10.6,17.1,5.1,0.6,88.8,7.2,43.9,24.6,21.4,,,,,,,,50
DEMO-10154-2019-184,10154,Demo Hitter 154,2019,26.0,26.0,Hitter,SS,Extension,8,36.98,269.15,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,39,0,0,3.53,135.8,143.4,0.334,0.46,0.175,11.4,21.2,-0.4,-1.8,91.6,12.1,45.0,31.3,24.4,,,,,,,,50
DEMO-10155-2025-185,10155,Demo Hitter 155,2025,28.0,28.0,Hitter,1B,Extension,6,48.06,257.74,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,27,0,0,3.42,129.3,136.9,0.362,0.469,0.207,10.0,20.6,-6.3,3.9,88.8,11.3,37.3,29.7,16.1,,,,,,,,55
DEMO-10156-2018-186,10156,Demo Hitter 156,2018,30.0,30.0,Hitter,LF,Free Agent,3,35.11,96.6,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,71,0,0,3.43,144.5,146.1,0.359,0.462,0.195,11.0,19.7,-2.6,3.8,89.4,8.9,54.2,29.6,27.6,,,,,,,,55
DEMO-10157-2015-187,10157,Demo Hitter 157,2015,24.0,24.0,Hitter,C,Free Agent,7,41.08,269.49,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,93,0,0,4.51,145.3,144.7,0.355,0.452,0.26,9.7,26.3,-2.1,-0.5,89.6,8.1,45.6,34.1,23.2,,,,,,,,55
DEMO-10157-2014-188,10157,Demo Hitter 157,2014,23.0,23.0,Hitter,C,Free Agent,11,52.75,473.68,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,11,0,0,5.28,152.9,155.4,0.377,0.467,0.237,13.5,22.4,-7.8,-5.3,89.6,12.1,53.9,24.0,19.9,,,,,,,,55
DEMO-10158-2018-189,10158,Demo Hitter 158,2018,24.0,24.0,Hitter,DH,Extension,9,31.46,255.53,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,59,0,0,2.69,136.9,127.4,0.306,0.448,0.203,7.8,22.0,4.2,-6.4,88.2,10.4,45.3,26.4,17.9,,,,,,,,45
DEMO-10159-2014-190,10159,Demo Hitter 159,2014,26.0,26.0,Hitter,RF,Free Agent,11,45.37,413.77,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,58,0,0,4.5,161.4,145.4,0.345,0.515,0.209,11.1,17.8,-0.2,1.7,88.8,13.4,47.8,29.5,25.4,,,,,,,,65
DEMO-10160-2012-191,10160,Demo Hitter 160,2012,29.0,29.0,Hitter,1B,Free Agent,8,20.03,127.69,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,34,0,0,2.73,115.5,134.3,0.337,0.469,0.204,8.2,20.9,2.3,-0.9,90.0,7.8,44.4,33.3,19.5,,,,,,,,55
DEMO-10161-2010-192,10161,Demo Hitter 161,2010,26.0,26.0,Hitter,SS,Free Agent,10,32.62,324.07,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,74,0,0,3.13,134.1,132.7,0.352,0.455,0.199,9.4,18.8,7.6,-1.8,91.2,10.1,36.1,27.3,25.8,,,,,,,,50
DEMO-10162-2022-193,10162,Demo Hitter 162,2022,34.0,34.0,Hitter,2B,Free Agent,2,41.43,76.81,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,8.0,36,0,0,3.78,153.2,132.1,0.364,0.475,0.215,12.5,22.2,-0.2,-0.8,92.1,10.0,42.9,28.6,21.5,,,,,,,,70
DEMO-10163-2014-194,10163,Demo Hitter 163,2014,29.0,29.0,Hitter,DH,Free Agent,6,40.41,226.52,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,24,0,0,3.8,148.9,139.2,0.339,0.455,0.213,7.3,12.5,-4.8,-0.8,87.2,9.4,36.7,27.4,24.9,,,,,,,,60
DEMO-10164-2023-195,10164,Demo Hitter 164,2023,27.0,27.0,Hitter,RF,Extension,8,79.73,652.66,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,108,0,0,6.04,161.3,162.1,0.369,0.529,0.23,11.8,14.8,-6.5,0.4,88.8,14.3,54.5,25.5,25.4,,,,,,,,70
DEMO-10165-2016-196,10165,Demo Hitter 165,2016,26.0,26.0,Hitter,DH,Extension,11,18.62,182.96,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,46,0,0,2.02,115.5,121.6,0.35,0.446,0.179,9.5,22.6,4.9,1.6,90.4,10.7,39.3,33.2,20.0,,,,,,,,55
DEMO-10166-2022-197,10166,Demo Hitter 166,2022,28.0,28.0,Hitter,3B,Extension,7,59.46,390.92,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,15,0,0,5.25,151.1,148.0,0.384,0.533,0.25,10.2,23.3,-4.1,-2.3,89.2,7.5,47.7,29.6,18.1,,,,,,,,65
DEMO-10167-2020-198,10167,Demo Hitter 167,2020,27.0,27.0,Hitter,CF,Free Agent,8,54.56,406.14,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,18,0,0,4.52,152.6,136.3,0.339,0.477,0.264,13.4,18.9,-6.7,-1.1,87.8,12.5,49.7,24.1,27.7,,,,,,,,50
DEMO-10167-2018-199,10167,Demo Hitter 167,2018,25.0,25.0,Hitter,CF,Free Agent,7,48.35,323.78,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,57,0,0,4.73,150.3,148.6,0.356,0.445,0.204,12.2,15.0,-4.9,0.5,89.9,14.0,43.2,27.5,26.8,,,,,,,,50
DEMO-10168-2015-200,10168,Demo Hitter 168,2015,24.0,24.0,Hitter,2B,Extension,8,26.72,213.92,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,0,0,0,3.54,126.4,136.7,0.347,0.487,0.273,8.5,17.2,-0.2,-0.3,89.8,14.1,43.2,27.4,24.8,,,,,,,,50
DEMO-10168-2014-201,10168,Demo Hitter 168,2014,23.0,23.0,Hitter,2B,Extension,12,53.58,601.55,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,38,0,0,5.08,152.0,146.1,0.397,0.527,0.218,14.9,20.6,5.9,-0.1,88.7,7.7,46.6,24.0,18.4,,,,,,,,50
DEMO-10169-2021-202,10169,Demo Hitter 169,2021,31.0,31.0,Hitter,2B,Free Agent,4,53.32,218.12,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,16,0,0,4.47,146.5,157.7,0.357,0.491,0.219,10.6,19.1,-10.2,-3.1,88.9,12.9,44.3,21.8,23.3,,,,,,,,50
DEMO-10170-2019-203,10170,Demo Hitter 170,2019,29.0,29.0,Hitter,SS,Free Agent,6,27.15,149.17,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,99,0,0,2.32,110.2,127.0,0.342,0.472,0.191,8.2,15.4,2.1,3.3,90.7,8.3,37.1,28.3,25.6,,,,,,,,55
DEMO-10171-2019-204,10171,Demo Pitcher 171,2019,26.0,26.0,Pitcher,RP,Free Agent,7,48.88,322.24,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,1,0,0,4.56,,,,,,6.3,26.9,,,,,,40.3,32.3,2.99,2.66,2.78,78.9,98.1,120.7,107.6,60
DEMO-10172-2023-205,10172,Demo Pitcher 172,2023,27.0,27.0,Pitcher,SP,Free Agent,6,38.22,220.43,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,46,0,0,3.01,,,,,,5.6,26.0,,,,,,34.1,29.4,4.24,3.82,3.83,200.9,94.1,112.2,100.5,55
DEMO-10173-2022-206,10173,Demo Pitcher 173,2022,23.0,23.0,Pitcher,RP,Free Agent,10,52.5,471.29,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,41,0,0,4.0,,,,,,5.3,29.2,,,,,,33.8,35.3,2.98,2.7,3.1,74.1,94.7,127.8,111.9,50
DEMO-10173-2023-207,10173,Demo Pitcher 173,2023,24.0,24.0,Pitcher,RP,Extension,10,38.74,363.16,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,0,0,0,3.1,,,,,,7.3,28.7,,,,,,32.5,31.6,2.51,3.05,2.74,54.3,96.8,131.4,102.6,50
DEMO-10174-2018-208,10174,Demo Pitcher 174,2018,34.0,34.0,Pitcher,SP,Extension,1,21.21,21.21,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,8.0,125,0,0,1.72,,,,,,9.0,26.9,,,,,,29.3,30.6,3.96,3.75,3.37,179.9,94.3,97.2,94.8,55
DEMO-10174-2017-209,10174,Demo Pitcher 174,2017,33.0,33.0,Pitcher,SP,Free Agent,2,27.68,53.49,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,7.0,0,0,0,2.0,,,,,,5.8,25.1,,,,,,30.6,23.8,3.7,3.4,3.43,179.0,95.0,114.8,106.4,55
DEMO-10175-2025-210,10175,Demo Pitcher 175,2025,33.0,33.0,Pitcher,RP,Extension,4,19.81,75.93,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,13,0,0,1.55,,,,,,9.8,24.0,,,,,,23.8,25.1,3.48,3.89,3.93,61.9,96.4,112.7,100.8,65
DEMO-10176-2020-211,10176,Demo Pitcher 176,2020,23.0,23.0,Pitcher,SP,Extension,8,26.75,191.91,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,0,0,0,1.79,,,,,,9.8,23.9,,,,,,24.5,25.8,3.72,4.1,4.33,172.9,93.6,107.3,109.3,50
DEMO-10177-2021-212,10177,Demo Pitcher 177,2021,23.0,23.0,Pitcher,SP,Free Agent,11,53.52,548.46,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,9,0,0,4.67,,,,,,5.2,27.0,,,,,,31.7,28.1,2.86,2.87,2.92,214.7,95.3,145.0,113.2,60
DEMO-10178-2022-213,10178,Demo Pitcher 178,2022,29.0,29.0,Pitcher,RP,Free Agent,4,50.0,175.07,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,0,0,0,3.52,,,,,,6.8,27.6,,,,,,31.7,33.1,3.2,3.23,3.29,67.8,97.2,115.3,111.5,60
DEMO-10179-2010-214,10179,Demo Pitcher 179,2010,27.0,27.0,Pitcher,SP,Extension,6,41.84,232.33,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,10,0,0,4.07,,,,,,5.6,29.8,,,,,,34.1,32.7,2.82,3.42,3.4,209.7,94.2,122.2,100.2,55
DEMO-10180-2015-215,10180,Demo Pitcher 180,2015,24.0,24.0,Pitcher,RP,Free Agent,9,16.14,132.65,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,65,1,0,1.19,,,,,,7.1,23.0,,,,,,29.8,23.0,4.61,3.97,3.57,58.9,97.0,100.0,99.0,55
DEMO-10181-2015-216,10181,Demo Pitcher 181,2015,23.0,23.0,Pitcher,RP,Arbitration,1,10.94,10.94,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,56,0,0,2.78,,,,,,3.7,25.6,,,,,,32.2,31.6,3.85,4.21,3.94,81.6,95.4,105.5,105.3,55
DEMO-10182-2021-217,10182,Demo Pitcher 182,2021,27.0,27.0,Pitcher,RP,Arbitration,1,17.05,17.05,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,46,0,0,3.66,,,,,,7.2,28.2,,,,,,36.9,27.6,2.98,3.16,3.33,61.3,99.0,117.0,101.5,60
DEMO-10183-2022-218,10183,Demo Pitcher 183,2022,27.0,27.0,Pitcher,SP,Free Agent,6,29.97,161.53,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,7.0,0,0,0,1.63,,,,,,7.8,24.2,,,,,,27.6,30.6,3.9,3.99,4.01,157.8,92.9,102.3,109.4,50
DEMO-10184-2013-219,10184,Demo Pitcher 184,2013,30.0,30.0,Pitcher,RP,Free Agent,5,33.21,154.19,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,42,0,0,3.02,,,,,,8.5,25.6,,,,,,31.4,30.1,3.31,3.23,3.01,52.0,95.4,122.9,107.3,50
DEMO-10185-2014-220,10185,Demo Pitcher 185,2014,28.0,28.0,Pitcher,SP,Free Agent,6,32.12,166.16,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,29,0,0,2.91,,,,,,8.4,21.0,,,,,,33.1,27.6,2.58,3.24,2.95,185.5,96.6,106.0,91.4,50
DEMO-10186-2020-221,10186,Demo Pitcher 186,2020,26.0,26.0,Pitcher,SP,Free Agent,5,46.71,225.2,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,32,0,0,4.13,,,,,,8.8,33.9,,,,,,36.6,28.7,2.75,2.46,2.6,182.4,97.9,129.9,105.3,60
DEMO-10186-2019-222,10186,Demo Pitcher 186,2019,25.0,25.0,Pitcher,SP,Extension,10,41.34,371.9,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,42,0,0,3.6,,,,,,6.5,27.7,,,,,,32.8,28.1,4.02,3.77,3.93,196.7,94.7,121.5,110.9,60
DEMO-10187-2010-223,10187,Demo Pitcher 187,2010,22.0,22.0,Pitcher,RP,Extension,9,40.71,330.38,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,157,0,0,4.12,,,,,,6.1,27.1,,,,,,34.5,27.2,3.21,3.42,3.5,61.6,99.1,104.5,101.7,65
DEMO-10187-2011-224,10187,Demo Pitcher 187,2011,23.0,23.0,Pitcher,RP,Free Agent,8,26.9,204.88,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,109,0,1,2.72,,,,,,8.0,31.2,,,,,,32.2,27.5,3.93,4.02,4.07,64.4,98.0,114.7,81.9,65
DEMO-10188-2020-225,10188,Demo Pitcher 188,2020,27.0,27.0,Pitcher,SP,Extension,9,45.89,385.59,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,0,0,0,4.06,,,,,,3.7,30.4,,,,,,26.5,32.3,2.48,3.0,2.86,208.9,95.6,117.3,106.8,60
DEMO-10188-2019-226,10188,Demo Pitcher 188,2019,26.0,26.0,Pitcher,SP,Free Agent,7,48.21,319.67,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,9,0,0,4.39,,,,,,6.1,31.6,,,,,,33.4,35.4,2.73,2.82,2.69,192.7,95.3,136.5,124.5,60
DEMO-10189-2020-227,10189,Demo Pitcher 189,2020,28.0,28.0,Pitcher,RP,Arbitration,1,15.97,15.97,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,54,0,0,2.98,,,,,,4.8,33.6,,,,,,32.9,24.9,3.2,3.08,3.4,65.7,98.2,115.0,102.6,60
DEMO-10190-2020-228,10190,Demo Pitcher 190,2020,32.0,32.0,Pitcher,SP,Free Agent,4,39.54,149.2,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,61,0,0,4.09,,,,,,6.6,26.2,,,,,,35.0,26.3,3.68,3.6,3.67,183.5,95.5,115.6,104.0,65
DEMO-10191-2021-229,10191,Demo Pitcher 191,2021,29.0,29.0,Pitcher,SP,Extension,6,35.88,191.87,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,0,0,0,2.75,,,,,,10.8,28.2,,,,,,34.4,26.3,3.48,3.62,3.72,166.1,94.6,114.3,102.8,60
DEMO-10192-2021-230,10192,Demo Pitcher 192,2021,28.0,28.0,Pitcher,RP,Extension,5,49.16,206.82,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,0,0,0,5.08,,,,,,3.2,34.5,,,,,,38.5,34.6,1.9,2.15,2.36,91.6,97.2,140.0,120.1,55
